title,filepath,neg_caption,neg_image
The green cup is to the right of the yellow bowl.,images/step596.camera_0.png,['The yellow bowl is to the right of the green cup.'],[3878]
The yellow bowl is behind the small pot.,images/step177.camera_0.png,['The small pot is behind the yellow bowl.'],[3851]
The green cup is to the left of the pink bowl.,images/step318.camera_0.png,['The pink bowl is to the left of the green cup.'],[6030]
The pink bowl is to the left of the green cup.,images/step233.camera_0.png,['The green cup is to the left of the pink bowl.'],[6546]
The green cup is to the right of the yellow bowl.,images/step335.camera_0.png,['The yellow bowl is to the right of the green cup.'],[6452]
The pink bowl is to the left of the small pot.,images/step129.camera_0.png,['The small pot is to the left of the pink bowl.'],[3368]
The pink bowl is to the left of the green cup.,images/step199.camera_0.png,['The green cup is to the left of the pink bowl.'],[6835]
The small pot is to the left of the yellow bowl.,images/step590.camera_0.png,['The yellow bowl is to the left of the small pot.'],[6210]
The pink bowl is to the right of the small pot.,images/step452.camera_0.png,['The small pot is to the right of the pink bowl.'],[3154]
The pink bowl is behind the yellow bowl.,images/step420.camera_0.png,['The yellow bowl is behind the pink bowl.'],[3018]
The yellow bowl is to the right of the green cup.,images/step621.camera_0.png,['The green cup is to the right of the yellow bowl.'],[6366]
The yellow bowl is to the right of the green cup.,images/step208.camera_0.png,['The green cup is to the right of the yellow bowl.'],[1112]
The pink bowl is to the right of the small pot.,images/step226.camera_0.png,['The small pot is to the right of the pink bowl.'],[4149]
The small pot is to the left of the yellow bowl.,images/step585.camera_0.png,['The yellow bowl is to the left of the small pot.'],[3893]
The yellow bowl is to the left of the green cup.,images/step732.camera_0.png,['The green cup is to the left of the yellow bowl.'],[5881]
The yellow bowl is to the right of the small pot.,images/step269.camera_0.png,['The small pot is to the right of the yellow bowl.'],[7349]
The green cup is behind the pink bowl.,images/step216.camera_0.png,['The pink bowl is behind the green cup.'],[7737]
The pink bowl is behind the green cup.,images/step203.camera_0.png,['The green cup is behind the pink bowl.'],[3112]
The pink bowl is to the right of the small pot.,images/step633.camera_0.png,['The small pot is to the right of the pink bowl.'],[4936]
The green cup is to the right of the pink bowl.,images/step38.camera_0.png,['The pink bowl is to the right of the green cup.'],[4559]
The pink bowl is to the left of the small pot.,images/step227.camera_0.png,['The small pot is to the left of the pink bowl.'],[5582]
The small pot is to the left of the yellow bowl.,images/step395.camera_0.png,['The yellow bowl is to the left of the small pot.'],[6593]
The yellow bowl is to the left of the pink bowl.,images/step703.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[1306]
The pink bowl is to the left of the yellow bowl.,images/step210.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[6764]
The pink bowl is to the left of the small pot.,images/step295.camera_0.png,['The small pot is to the left of the pink bowl.'],[4793]
The yellow bowl is to the right of the green cup.,images/step47.camera_0.png,['The green cup is to the right of the yellow bowl.'],[4809]
The yellow bowl is to the left of the green cup.,images/step764.camera_0.png,['The green cup is to the left of the yellow bowl.'],[6182]
The small pot is behind the pink bowl.,images/step198.camera_0.png,['The pink bowl is behind the small pot.'],[637]
The small pot is to the left of the green cup.,images/step161.camera_0.png,['The green cup is to the left of the small pot.'],[7595]
The pink bowl is to the left of the small pot.,images/step184.camera_0.png,['The small pot is to the left of the pink bowl.'],[2513]
The yellow bowl is to the right of the small pot.,images/step391.camera_0.png,['The small pot is to the right of the yellow bowl.'],[4828]
The yellow bowl is to the left of the green cup.,images/step528.camera_0.png,['The green cup is to the left of the yellow bowl.'],[1424]
The green cup is to the right of the yellow bowl.,images/step750.camera_0.png,['The yellow bowl is to the right of the green cup.'],[5675]
The pink bowl is behind the yellow bowl.,images/step132.camera_0.png,['The yellow bowl is behind the pink bowl.'],[3341]
The small pot is to the left of the green cup.,images/step23.camera_0.png,['The green cup is to the left of the small pot.'],[3065]
The green cup is to the left of the pink bowl.,images/step514.camera_0.png,['The pink bowl is to the left of the green cup.'],[6058]
The yellow bowl is to the right of the small pot.,images/step527.camera_0.png,['The small pot is to the right of the yellow bowl.'],[6958]
The yellow bowl is to the left of the green cup.,images/step786.camera_0.png,['The green cup is to the left of the yellow bowl.'],[2523]
The green cup is to the left of the small pot.,images/step406.camera_0.png,['The small pot is to the left of the green cup.'],[1950]
The yellow bowl is to the left of the green cup.,images/step607.camera_0.png,['The green cup is to the left of the yellow bowl.'],[2365]
The green cup is to the left of the yellow bowl.,images/step751.camera_0.png,['The yellow bowl is to the left of the green cup.'],[970]
The pink bowl is to the left of the small pot.,images/step126.camera_0.png,['The small pot is to the left of the pink bowl.'],[686]
The green cup is to the left of the yellow bowl.,images/step330.camera_0.png,['The yellow bowl is to the left of the green cup.'],[2607]
The yellow bowl is to the right of the pink bowl.,images/step675.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[5883]
The yellow bowl is behind the small pot.,images/step199.camera_0.png,['The small pot is behind the yellow bowl.'],[2859]
The green cup is to the left of the pink bowl.,images/step19.camera_0.png,['The pink bowl is to the left of the green cup.'],[3885]
The small pot is to the left of the yellow bowl.,images/step671.camera_0.png,['The yellow bowl is to the left of the small pot.'],[5787]
The yellow bowl is to the right of the pink bowl.,images/step301.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[7118]
The green cup is to the right of the small pot.,images/step401.camera_0.png,['The small pot is to the right of the green cup.'],[5145]
The small pot is to the right of the yellow bowl.,images/step32.camera_0.png,['The yellow bowl is to the right of the small pot.'],[2387]
The pink bowl is to the right of the small pot.,images/step2.camera_0.png,['The small pot is to the right of the pink bowl.'],[6127]
The small pot is to the left of the green cup.,images/step18.camera_0.png,['The green cup is to the left of the small pot.'],[6313]
The small pot is to the right of the yellow bowl.,images/step492.camera_0.png,['The yellow bowl is to the right of the small pot.'],[448]
The green cup is to the right of the pink bowl.,images/step233.camera_0.png,['The pink bowl is to the right of the green cup.'],[2473]
The green cup is to the left of the pink bowl.,images/step432.camera_0.png,['The pink bowl is to the left of the green cup.'],[7022]
The pink bowl is to the right of the yellow bowl.,images/step2.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[5081]
The pink bowl is in front of the green cup.,images/step474.camera_0.png,['The green cup is in front of the pink bowl.'],[2283]
The green cup is in front of the yellow bowl.,images/step24.camera_0.png,['The yellow bowl is in front of the green cup.'],[4368]
The pink bowl is behind the green cup.,images/step563.camera_0.png,['The green cup is behind the pink bowl.'],[6048]
The green cup is to the right of the small pot.,images/step607.camera_0.png,['The small pot is to the right of the green cup.'],[707]
The pink bowl is to the left of the yellow bowl.,images/step68.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[2589]
The pink bowl is to the right of the small pot.,images/step453.camera_0.png,['The small pot is to the right of the pink bowl.'],[7737]
The pink bowl is to the left of the yellow bowl.,images/step538.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[734]
The small pot is behind the pink bowl.,images/step626.camera_0.png,['The pink bowl is behind the small pot.'],[5504]
The small pot is behind the yellow bowl.,images/step19.camera_0.png,['The yellow bowl is behind the small pot.'],[5109]
The small pot is to the right of the pink bowl.,images/step188.camera_0.png,['The pink bowl is to the right of the small pot.'],[820]
The pink bowl is to the right of the green cup.,images/step64.camera_0.png,['The green cup is to the right of the pink bowl.'],[1622]
The green cup is to the right of the yellow bowl.,images/step165.camera_0.png,['The yellow bowl is to the right of the green cup.'],[6596]
The pink bowl is to the right of the yellow bowl.,images/step46.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[1967]
The small pot is to the left of the yellow bowl.,images/step420.camera_0.png,['The yellow bowl is to the left of the small pot.'],[2987]
The pink bowl is to the right of the small pot.,images/step744.camera_0.png,['The small pot is to the right of the pink bowl.'],[1757]
The yellow bowl is to the left of the small pot.,images/step468.camera_0.png,['The small pot is to the left of the yellow bowl.'],[1189]
The small pot is in front of the yellow bowl.,images/step735.camera_0.png,['The yellow bowl is in front of the small pot.'],[1100]
The small pot is behind the pink bowl.,images/step801.camera_0.png,['The pink bowl is behind the small pot.'],[5607]
